Offset      | Gap     | Origin                          | Size    | Uri
0004cbd0h   | 20      | 7ff7c7219710h : 7ff7c721972ch   | 28      | intrinsics/ginx/vhi_g128x32f
0004cc00h   | 20      | 7ff7c7219740h : 7ff7c721975ch   | 28      | intrinsics/ginx/vhi_g128x64f
0004cc30h   | 20      | 7ff7c7219770h : 7ff7c721978ah   | 26      | intrinsics/ginx/vhi__256x8u
0004cc60h   | 22      | 7ff7c72197a0h : 7ff7c72197bah   | 26      | intrinsics/ginx/vhi__256x8i
0004cc90h   | 22      | 7ff7c72197d0h : 7ff7c72197eah   | 26      | intrinsics/ginx/vhi__256x16u
0004ccc0h   | 22      | 7ff7c7219800h : 7ff7c721981ah   | 26      | intrinsics/ginx/vhi__256x16i
0004ccf0h   | 22      | 7ff7c7219830h : 7ff7c721984ah   | 26      | intrinsics/ginx/vhi__256x32u
0004cd20h   | 22      | 7ff7c7219860h : 7ff7c721987ah   | 26      | intrinsics/ginx/vhi__256x32i
0004cd50h   | 22      | 7ff7c7219890h : 7ff7c72198aah   | 26      | intrinsics/ginx/vhi__256x64u
0004cd80h   | 22      | 7ff7c72198c0h : 7ff7c72198dah   | 26      | intrinsics/ginx/vhi__256x64i
0004cdb0h   | 22      | 7ff7c72198f0h : 7ff7c721990ah   | 26      | intrinsics/ginx/vhi__256x32f
0004cde0h   | 22      | 7ff7c7219920h : 7ff7c721993ah   | 26      | intrinsics/ginx/vhi__256x64f
0004ce10h   | 22      | 7ff7c7219950h : 7ff7c7219974h   | 36      | intrinsics/ginx/vhi~out__256x8u
0004ce50h   | 28      | 7ff7c7219990h : 7ff7c72199b4h   | 36      | intrinsics/ginx/vhi~out__256x8i
0004ce90h   | 28      | 7ff7c72199d0h : 7ff7c72199f4h   | 36      | intrinsics/ginx/vhi~out__256x16u
0004d2d0h   | 1052    | 7ff7c7219e10h : 7ff7c7219e34h   | 36      | intrinsics/ginx/vhi~out__256x16i
0004d310h   | 28      | 7ff7c7219e50h : 7ff7c7219e74h   | 36      | intrinsics/ginx/vhi~out__256x32u
0004d350h   | 28      | 7ff7c7219e90h : 7ff7c7219eb4h   | 36      | intrinsics/ginx/vhi~out__256x32i
0004d390h   | 28      | 7ff7c7219ed0h : 7ff7c7219ef4h   | 36      | intrinsics/ginx/vhi~out__256x64u
0004d3d0h   | 28      | 7ff7c7219f10h : 7ff7c7219f34h   | 36      | intrinsics/ginx/vhi~out__256x64i
0004d410h   | 28      | 7ff7c7219f50h : 7ff7c7219f74h   | 36      | intrinsics/ginx/vhi~out__256x32f
0004d450h   | 28      | 7ff7c7219f90h : 7ff7c7219fb4h   | 36      | intrinsics/ginx/vhi~out__256x64f
0004d490h   | 28      | 7ff7c7219fd0h : 7ff7c7219fe8h   | 24      | intrinsics/ginx/vhi__512x8u
0004d4c0h   | 24      | 7ff7c721a000h : 7ff7c721a018h   | 24      | intrinsics/ginx/vhi__512x8i
0004d4f0h   | 24      | 7ff7c721a030h : 7ff7c721a048h   | 24      | intrinsics/ginx/vhi__512x16u
0004d520h   | 24      | 7ff7c721a060h : 7ff7c721a078h   | 24      | intrinsics/ginx/vhi__512x16i
0004d550h   | 24      | 7ff7c721a090h : 7ff7c721a0a8h   | 24      | intrinsics/ginx/vhi__512x32u
0004d580h   | 24      | 7ff7c721a0c0h : 7ff7c721a0d8h   | 24      | intrinsics/ginx/vhi__512x32i
0004d5b0h   | 24      | 7ff7c721a0f0h : 7ff7c721a108h   | 24      | intrinsics/ginx/vhi__512x64u
0004d5e0h   | 24      | 7ff7c721a120h : 7ff7c721a138h   | 24      | intrinsics/ginx/vhi__512x64i
0004d610h   | 24      | 7ff7c721a150h : 7ff7c721a168h   | 24      | intrinsics/ginx/vhi__512x32f
0004d640h   | 24      | 7ff7c721a180h : 7ff7c721a198h   | 24      | intrinsics/ginx/vhi__512x64f
0004ded0h   | 2168    | 7ff7c721aa10h : 7ff7c721aa85h   | 117     | intrinsics/vblocks/vadd__b128x8u
0004e370h   | 1067    | 7ff7c721aeb0h : 7ff7c721af25h   | 117     | intrinsics/vblocks/vadd__b128x8i
0004e400h   | 27      | 7ff7c721af40h : 7ff7c721afa4h   | 100     | intrinsics/vblocks/vadd__b128x16u
0004e880h   | 1052    | 7ff7c721b3c0h : 7ff7c721b424h   | 100     | intrinsics/vblocks/vadd__b128x16i
0004e900h   | 28      | 7ff7c721b440h : 7ff7c721b4a5h   | 101     | intrinsics/vblocks/vadd__b128x32u
0004ed90h   | 1067    | 7ff7c721b8d0h : 7ff7c721b935h   | 101     | intrinsics/vblocks/vadd__b128x32i
0004ee10h   | 27      | 7ff7c721b950h : 7ff7c721b9afh   | 95      | intrinsics/vblocks/vadd__b128x64u
0004f290h   | 1057    | 7ff7c721bdd0h : 7ff7c721be2fh   | 95      | intrinsics/vblocks/vadd__b128x64i
0004fb20h   | 2097    | 7ff7c721c660h : 7ff7c721c6d8h   | 120     | intrinsics/vblocks/vadd__b256x8u
0004ffc0h   | 1064    | 7ff7c721cb00h : 7ff7c721cb78h   | 120     | intrinsics/vblocks/vadd__b256x8i
00050050h   | 24      | 7ff7c721cb90h : 7ff7c721cbf7h   | 103     | intrinsics/vblocks/vadd__b256x16u
000504e0h   | 1065    | 7ff7c721d020h : 7ff7c721d087h   | 103     | intrinsics/vblocks/vadd__b256x16i
00050560h   | 25      | 7ff7c721d0a0h : 7ff7c721d108h   | 104     | intrinsics/vblocks/vadd__b256x32u
000509f0h   | 1064    | 7ff7c721d530h : 7ff7c721d598h   | 104     | intrinsics/vblocks/vadd__b256x32i
00050a70h   | 24      | 7ff7c721d5b0h : 7ff7c721d618h   | 104     | intrinsics/vblocks/vadd__b256x64u
00050af0h   | 24      | 7ff7c721d630h : 7ff7c721d698h   | 104     | intrinsics/vblocks/vadd__b256x64i
00051380h   | 2088    | 7ff7c721dec0h : 7ff7c721df35h   | 117     | intrinsics/vblocks/vsub__b128x8u
00051410h   | 27      | 7ff7c721df50h : 7ff7c721dfc5h   | 117     | intrinsics/vblocks/vsub__b128x8i
000514a0h   | 27      | 7ff7c721dfe0h : 7ff7c721e044h   | 100     | intrinsics/vblocks/vsub__b128x16u
00051520h   | 28      | 7ff7c721e060h : 7ff7c721e0c4h   | 100     | intrinsics/vblocks/vsub__b128x16i
000515a0h   | 28      | 7ff7c721e0e0h : 7ff7c721e145h   | 101     | intrinsics/vblocks/vsub__b128x32u
00051620h   | 27      | 7ff7c721e160h : 7ff7c721e1c5h   | 101     | intrinsics/vblocks/vsub__b128x32i
000516a0h   | 27      | 7ff7c721e1e0h : 7ff7c721e23fh   | 95      | intrinsics/vblocks/vsub__b128x64u
00051b20h   | 1057    | 7ff7c721e660h : 7ff7c721e6bfh   | 95      | intrinsics/vblocks/vsub__b128x64i
00051fa0h   | 1057    | 7ff7c721eae0h : 7ff7c721eb58h   | 120     | intrinsics/vblocks/vsub__b256x8u
00052030h   | 24      | 7ff7c721eb70h : 7ff7c721ebe8h   | 120     | intrinsics/vblocks/vsub__b256x8i
000520c0h   | 24      | 7ff7c721ec00h : 7ff7c721ec67h   | 103     | intrinsics/vblocks/vsub__b256x16u
00052140h   | 25      | 7ff7c721ec80h : 7ff7c721ece7h   | 103     | intrinsics/vblocks/vsub__b256x16i
000521c0h   | 25      | 7ff7c721ed00h : 7ff7c721ed68h   | 104     | intrinsics/vblocks/vsub__b256x32u
00052240h   | 24      | 7ff7c721ed80h : 7ff7c721ede8h   | 104     | intrinsics/vblocks/vsub__b256x32i
000526d0h   | 1064    | 7ff7c721f210h : 7ff7c721f278h   | 104     | intrinsics/vblocks/vsub__b256x64u
00052750h   | 24      | 7ff7c721f290h : 7ff7c721f2f8h   | 104     | intrinsics/vblocks/vsub__b256x64i
00052fe0h   | 2088    | 7ff7c721fb20h : 7ff7c721fb81h   | 97      | intrinsics/vblocks/vabs__b128x8i
00053060h   | 31      | 7ff7c721fba0h : 7ff7c721fbfdh   | 93      | intrinsics/vblocks/vabs__b128x16i
000530d0h   | 19      | 7ff7c721fc10h : 7ff7c721fc6eh   | 94      | intrinsics/vblocks/vabs__b128x32i
00053140h   | 18      | 7ff7c721fc80h : 7ff7c721fceah   | 106     | intrinsics/vblocks/vabs__b128x64i
000539e0h   | 2102    | 7ff7c7220520h : 7ff7c7220584h   | 100     | intrinsics/vblocks/vabs__b256x8i
00053a60h   | 28      | 7ff7c72205a0h : 7ff7c7220600h   | 96      | intrinsics/vblocks/vabs__b256x16i
00053ae0h   | 32      | 7ff7c7220620h : 7ff7c7220681h   | 97      | intrinsics/vblocks/vabs__b256x32i
00053f60h   | 1055    | 7ff7c7220aa0h : 7ff7c7220b14h   | 116     | intrinsics/vblocks/vabs__b256x64i
00054400h   | 1068    | 7ff7c7220f40h : 7ff7c7220fach   | 108     | intrinsics/vblocks/vdec__b128x8u
00054480h   | 20      | 7ff7c7220fc0h : 7ff7c722102ch   | 108     | intrinsics/vblocks/vdec__b128x8i
00054500h   | 20      | 7ff7c7221040h : 7ff7c72210aeh   | 110     | intrinsics/vblocks/vdec__b128x16u
00054590h   | 34      | 7ff7c72210d0h : 7ff7c722113eh   | 110     | intrinsics/vblocks/vdec__b128x16i
00054a20h   | 1058    | 7ff7c7221560h : 7ff7c72215ceh   | 110     | intrinsics/vblocks/vdec__b128x32u
00054ab0h   | 34      | 7ff7c72215f0h : 7ff7c722165eh   | 110     | intrinsics/vblocks/vdec__b128x32i
00054b40h   | 34      | 7ff7c7221680h : 7ff7c72216e7h   | 103     | intrinsics/vblocks/vdec__b128x64u
00054bc0h   | 25      | 7ff7c7221700h : 7ff7c7221767h   | 103     | intrinsics/vblocks/vdec__b128x64i
00055050h   | 1065    | 7ff7c7221b90h : 7ff7c7221bffh   | 111     | intrinsics/vblocks/vdec__b256x8u
000554e0h   | 1057    | 7ff7c7222020h : 7ff7c722208fh   | 111     | intrinsics/vblocks/vdec__b256x8i
00055570h   | 33      | 7ff7c72220b0h : 7ff7c7222121h   | 113     | intrinsics/vblocks/vdec__b256x16u
00055600h   | 31      | 7ff7c7222140h : 7ff7c72221b1h   | 113     | intrinsics/vblocks/vdec__b256x16i
00055690h   | 31      | 7ff7c72221d0h : 7ff7c7222241h   | 113     | intrinsics/vblocks/vdec__b256x32u
00055720h   | 31      | 7ff7c7222260h : 7ff7c72222d1h   | 113     | intrinsics/vblocks/vdec__b256x32i
000557b0h   | 31      | 7ff7c72222f0h : 7ff7c7222361h   | 113     | intrinsics/vblocks/vdec__b256x64u
00055c40h   | 1055    | 7ff7c7222780h : 7ff7c72227f1h   | 113     | intrinsics/vblocks/vdec__b256x64i
000560d0h   | 1055    | 7ff7c7222c10h : 7ff7c7222c7ch   | 108     | intrinsics/vblocks/vinc__b128x8u
00056150h   | 20      | 7ff7c7222c90h : 7ff7c7222cfch   | 108     | intrinsics/vblocks/vinc__b128x8i
000561d0h   | 20      | 7ff7c7222d10h : 7ff7c7222d7eh   | 110     | intrinsics/vblocks/vinc__b128x16u
00056260h   | 34      | 7ff7c7222da0h : 7ff7c7222e0eh   | 110     | intrinsics/vblocks/vinc__b128x16i
000562f0h   | 34      | 7ff7c7222e30h : 7ff7c7222e9eh   | 110     | intrinsics/vblocks/vinc__b128x32u
00056780h   | 1058    | 7ff7c72232c0h : 7ff7c722332eh   | 110     | intrinsics/vblocks/vinc__b128x32i
00056810h   | 34      | 7ff7c7223350h : 7ff7c72233b7h   | 103     | intrinsics/vblocks/vinc__b128x64u
00056890h   | 25      | 7ff7c72233d0h : 7ff7c7223437h   | 103     | intrinsics/vblocks/vinc__b128x64i
00056d20h   | 1065    | 7ff7c7223860h : 7ff7c72238cfh   | 111     | intrinsics/vblocks/vinc__b256x8u
00056db0h   | 33      | 7ff7c72238f0h : 7ff7c722395fh   | 111     | intrinsics/vblocks/vinc__b256x8i
00056e40h   | 33      | 7ff7c7223980h : 7ff7c72239f1h   | 113     | intrinsics/vblocks/vinc__b256x16u
00056ed0h   | 31      | 7ff7c7223a10h : 7ff7c7223a81h   | 113     | intrinsics/vblocks/vinc__b256x16i
00057360h   | 1055    | 7ff7c7223ea0h : 7ff7c7223f11h   | 113     | intrinsics/vblocks/vinc__b256x32u
000573f0h   | 31      | 7ff7c7223f30h : 7ff7c7223fa1h   | 113     | intrinsics/vblocks/vinc__b256x32i
00057480h   | 31      | 7ff7c7223fc0h : 7ff7c7224031h   | 113     | intrinsics/vblocks/vinc__b256x64u
00057510h   | 31      | 7ff7c7224050h : 7ff7c72240c1h   | 113     | intrinsics/vblocks/vinc__b256x64i
000579a0h   | 1055    | 7ff7c72244e0h : 7ff7c7224552h   | 114     | intrinsics/vblocks/vnegate__b128x8u
00057a30h   | 30      | 7ff7c7224570h : 7ff7c72245d2h   | 98      | intrinsics/vblocks/vnegate__b128x8i
00057ab0h   | 30      | 7ff7c72245f0h : 7ff7c7224664h   | 116     | intrinsics/vblocks/vnegate__b128x16u
00057f50h   | 1068    | 7ff7c7224a90h : 7ff7c7224af4h   | 100     | intrinsics/vblocks/vnegate__b128x16i
00057fd0h   | 28      | 7ff7c7224b10h : 7ff7c7224b84h   | 116     | intrinsics/vblocks/vnegate__b128x32u
00058060h   | 28      | 7ff7c7224ba0h : 7ff7c7224c04h   | 100     | intrinsics/vblocks/vnegate__b128x32i
000580e0h   | 28      | 7ff7c7224c20h : 7ff7c7224c8eh   | 110     | intrinsics/vblocks/vnegate__b128x64u
00058170h   | 34      | 7ff7c7224cb0h : 7ff7c7224d0dh   | 93      | intrinsics/vblocks/vnegate__b128x64i
000585f0h   | 1059    | 7ff7c7225130h : 7ff7c72251a5h   | 117     | intrinsics/vblocks/vnegate__b256x8u
00058a90h   | 1067    | 7ff7c72255d0h : 7ff7c7225635h   | 101     | intrinsics/vblocks/vnegate__b256x8i
00058b10h   | 27      | 7ff7c7225650h : 7ff7c72256c7h   | 119     | intrinsics/vblocks/vnegate__b256x16u
00058ba0h   | 25      | 7ff7c72256e0h : 7ff7c7225747h   | 103     | intrinsics/vblocks/vnegate__b256x16i
00058c20h   | 25      | 7ff7c7225760h : 7ff7c72257d7h   | 119     | intrinsics/vblocks/vnegate__b256x32u
00058cb0h   | 25      | 7ff7c72257f0h : 7ff7c7225857h   | 103     | intrinsics/vblocks/vnegate__b256x32i
00058d30h   | 25      | 7ff7c7225870h : 7ff7c72258e9h   | 121     | intrinsics/vblocks/vnegate__b256x64u
00058dc0h   | 23      | 7ff7c7225900h : 7ff7c7225967h   | 103     | intrinsics/vblocks/vnegate__b256x64i
00059650h   | 2089    | 7ff7c7226190h : 7ff7c7226205h   | 117     | intrinsics/vblocks/vand__b128x8u
000596e0h   | 27      | 7ff7c7226220h : 7ff7c7226295h   | 117     | intrinsics/vblocks/vand__b128x8i
00059770h   | 27      | 7ff7c72262b0h : 7ff7c7226314h   | 100     | intrinsics/vblocks/vand__b128x16u
000597f0h   | 28      | 7ff7c7226330h : 7ff7c7226394h   | 100     | intrinsics/vblocks/vand__b128x16i
00059870h   | 28      | 7ff7c72263b0h : 7ff7c7226415h   | 101     | intrinsics/vblocks/vand__b128x32u
000598f0h   | 27      | 7ff7c7226430h : 7ff7c7226495h   | 101     | intrinsics/vblocks/vand__b128x32i
00059970h   | 27      | 7ff7c72264b0h : 7ff7c722650fh   | 95      | intrinsics/vblocks/vand__b128x64u
00059df0h   | 1057    | 7ff7c7226930h : 7ff7c722698fh   | 95      | intrinsics/vblocks/vand__b128x64i
0005a270h   | 1057    | 7ff7c7226db0h : 7ff7c7226e28h   | 120     | intrinsics/vblocks/vand__b256x8u
0005a300h   | 24      | 7ff7c7226e40h : 7ff7c7226eb8h   | 120     | intrinsics/vblocks/vand__b256x8i
0005a390h   | 24      | 7ff7c7226ed0h : 7ff7c7226f37h   | 103     | intrinsics/vblocks/vand__b256x16u
0005a410h   | 25      | 7ff7c7226f50h : 7ff7c7226fb7h   | 103     | intrinsics/vblocks/vand__b256x16i
0005a490h   | 25      | 7ff7c7226fd0h : 7ff7c7227038h   | 104     | intrinsics/vblocks/vand__b256x32u
0005a920h   | 1064    | 7ff7c7227460h : 7ff7c72274c8h   | 104     | intrinsics/vblocks/vand__b256x32i
0005a9a0h   | 24      | 7ff7c72274e0h : 7ff7c7227548h   | 104     | intrinsics/vblocks/vand__b256x64u
0005aa20h   | 24      | 7ff7c7227560h : 7ff7c72275c8h   | 104     | intrinsics/vblocks/vand__b256x64i
0005aeb0h   | 1064    | 7ff7c72279f0h : 7ff7c7227a65h   | 117     | intrinsics/vblocks/vor__b128x8u
0005af40h   | 27      | 7ff7c7227a80h : 7ff7c7227af5h   | 117     | intrinsics/vblocks/vor__b128x8i
0005afd0h   | 27      | 7ff7c7227b10h : 7ff7c7227b74h   | 100     | intrinsics/vblocks/vor__b128x16u
0005b050h   | 28      | 7ff7c7227b90h : 7ff7c7227bf4h   | 100     | intrinsics/vblocks/vor__b128x16i
0005b4d0h   | 1052    | 7ff7c7228010h : 7ff7c7228075h   | 101     | intrinsics/vblocks/vor__b128x32u
0005b550h   | 27      | 7ff7c7228090h : 7ff7c72280f5h   | 101     | intrinsics/vblocks/vor__b128x32i
0005b5d0h   | 27      | 7ff7c7228110h : 7ff7c722816fh   | 95      | intrinsics/vblocks/vor__b128x64u
0005b650h   | 33      | 7ff7c7228190h : 7ff7c72281efh   | 95      | intrinsics/vblocks/vor__b128x64i
0005bad0h   | 1057    | 7ff7c7228610h : 7ff7c7228688h   | 120     | intrinsics/vblocks/vor__b256x8u
0005bb60h   | 24      | 7ff7c72286a0h : 7ff7c7228718h   | 120     | intrinsics/vblocks/vor__b256x8i
0005bbf0h   | 24      | 7ff7c7228730h : 7ff7c7228797h   | 103     | intrinsics/vblocks/vor__b256x16u
0005c080h   | 1065    | 7ff7c7228bc0h : 7ff7c7228c27h   | 103     | intrinsics/vblocks/vor__b256x16i
0005c100h   | 25      | 7ff7c7228c40h : 7ff7c7228ca8h   | 104     | intrinsics/vblocks/vor__b256x32u
0005c180h   | 24      | 7ff7c7228cc0h : 7ff7c7228d28h   | 104     | intrinsics/vblocks/vor__b256x32i
0005c200h   | 24      | 7ff7c7228d40h : 7ff7c7228da8h   | 104     | intrinsics/vblocks/vor__b256x64u
0005c280h   | 24      | 7ff7c7228dc0h : 7ff7c7228e28h   | 104     | intrinsics/vblocks/vor__b256x64i
0005c710h   | 1064    | 7ff7c7229250h : 7ff7c72292c5h   | 117     | intrinsics/vblocks/vxor__b128x8u
0005cbb0h   | 1067    | 7ff7c72296f0h : 7ff7c7229765h   | 117     | intrinsics/vblocks/vxor__b128x8i
0005cc40h   | 27      | 7ff7c7229780h : 7ff7c72297e4h   | 100     | intrinsics/vblocks/vxor__b128x16u
0005ccc0h   | 28      | 7ff7c7229800h : 7ff7c7229864h   | 100     | intrinsics/vblocks/vxor__b128x16i
0005cd40h   | 28      | 7ff7c7229880h : 7ff7c72298e5h   | 101     | intrinsics/vblocks/vxor__b128x32u
0005cdc0h   | 27      | 7ff7c7229900h : 7ff7c7229965h   | 101     | intrinsics/vblocks/vxor__b128x32i
0005ce40h   | 27      | 7ff7c7229980h : 7ff7c72299dfh   | 95      | intrinsics/vblocks/vxor__b128x64u
0005cec0h   | 33      | 7ff7c7229a00h : 7ff7c7229a5fh   | 95      | intrinsics/vblocks/vxor__b128x64i
0005d750h   | 2097    | 7ff7c722a290h : 7ff7c722a308h   | 120     | intrinsics/vblocks/vxor__b256x8u
0005d7e0h   | 24      | 7ff7c722a320h : 7ff7c722a398h   | 120     | intrinsics/vblocks/vxor__b256x8i
0005d870h   | 24      | 7ff7c722a3b0h : 7ff7c722a417h   | 103     | intrinsics/vblocks/vxor__b256x16u
0005d8f0h   | 25      | 7ff7c722a430h : 7ff7c722a497h   | 103     | intrinsics/vblocks/vxor__b256x16i
0005d970h   | 25      | 7ff7c722a4b0h : 7ff7c722a518h   | 104     | intrinsics/vblocks/vxor__b256x32u
0005d9f0h   | 24      | 7ff7c722a530h : 7ff7c722a598h   | 104     | intrinsics/vblocks/vxor__b256x32i
0005da70h   | 24      | 7ff7c722a5b0h : 7ff7c722a618h   | 104     | intrinsics/vblocks/vxor__b256x64u
0005df00h   | 1064    | 7ff7c722aa40h : 7ff7c722aaa8h   | 104     | intrinsics/vblocks/vxor__b256x64i
0005e390h   | 1064    | 7ff7c722aed0h : 7ff7c722af34h   | 100     | intrinsics/vblocks/vnot__b128x8u
0005e410h   | 28      | 7ff7c722af50h : 7ff7c722afb2h   | 98      | intrinsics/vblocks/vnot__b128x8i
0005e490h   | 30      | 7ff7c722afd0h : 7ff7c722b030h   | 96      | intrinsics/vblocks/vnot__b128x16u
0005e510h   | 32      | 7ff7c722b050h : 7ff7c722b0b4h   | 100     | intrinsics/vblocks/vnot__b128x16i
0005e590h   | 28      | 7ff7c722b0d0h : 7ff7c722b131h   | 97      | intrinsics/vblocks/vnot__b128x32u
0005ea10h   | 1055    | 7ff7c722b550h : 7ff7c722b5b4h   | 100     | intrinsics/vblocks/vnot__b128x32i
0005ea90h   | 28      | 7ff7c722b5d0h : 7ff7c722b62dh   | 93      | intrinsics/vblocks/vnot__b128x64u
0005eb10h   | 35      | 7ff7c722b650h : 7ff7c722b6adh   | 93      | intrinsics/vblocks/vnot__b128x64i
0005ef90h   | 1059    | 7ff7c722bad0h : 7ff7c722bb37h   | 103     | intrinsics/vblocks/vnot__b256x8u
0005f010h   | 25      | 7ff7c722bb50h : 7ff7c722bbb5h   | 101     | intrinsics/vblocks/vnot__b256x8i
0005f090h   | 27      | 7ff7c722bbd0h : 7ff7c722bc33h   | 99      | intrinsics/vblocks/vnot__b256x16u
0005f110h   | 29      | 7ff7c722bc50h : 7ff7c722bcb7h   | 103     | intrinsics/vblocks/vnot__b256x16i
0005f5a0h   | 1065    | 7ff7c722c0e0h : 7ff7c722c144h   | 100     | intrinsics/vblocks/vnot__b256x32u
0005f620h   | 28      | 7ff7c722c160h : 7ff7c722c1c7h   | 103     | intrinsics/vblocks/vnot__b256x32i
0005f6a0h   | 25      | 7ff7c722c1e0h : 7ff7c722c245h   | 101     | intrinsics/vblocks/vnot__b256x64u
0005f720h   | 27      | 7ff7c722c260h : 7ff7c722c2c8h   | 104     | intrinsics/vblocks/vnot__b256x64i
0005fbb0h   | 1064    | 7ff7c722c6f0h : 7ff7c722c76dh   | 125     | intrinsics/vblocks/vnand__b128x8u
0005fc50h   | 35      | 7ff7c722c790h : 7ff7c722c80dh   | 125     | intrinsics/vblocks/vnand__b128x8i
0005fcf0h   | 35      | 7ff7c722c830h : 7ff7c722c89ch   | 108     | intrinsics/vblocks/vnand__b128x16u
00060180h   | 1060    | 7ff7c722ccc0h : 7ff7c722cd2ch   | 108     | intrinsics/vblocks/vnand__b128x16i
00060210h   | 36      | 7ff7c722cd50h : 7ff7c722cdbdh   | 109     | intrinsics/vblocks/vnand__b128x32u
000602a0h   | 35      | 7ff7c722cde0h : 7ff7c722ce4dh   | 109     | intrinsics/vblocks/vnand__b128x32i
00060330h   | 35      | 7ff7c722ce70h : 7ff7c722ced7h   | 103     | intrinsics/vblocks/vnand__b128x64u
000603b0h   | 25      | 7ff7c722cef0h : 7ff7c722cf57h   | 103     | intrinsics/vblocks/vnand__b128x64i
00060840h   | 1065    | 7ff7c722d380h : 7ff7c722d400h   | 128     | intrinsics/vblocks/vnand__b256x8u
00060ce0h   | 1056    | 7ff7c722d820h : 7ff7c722d8a0h   | 128     | intrinsics/vblocks/vnand__b256x8i
00060d80h   | 32      | 7ff7c722d8c0h : 7ff7c722d92fh   | 111     | intrinsics/vblocks/vnand__b256x16u
00060e10h   | 33      | 7ff7c722d950h : 7ff7c722d9bfh   | 111     | intrinsics/vblocks/vnand__b256x16i
00060ea0h   | 33      | 7ff7c722d9e0h : 7ff7c722da50h   | 112     | intrinsics/vblocks/vnand__b256x32u
00060f30h   | 32      | 7ff7c722da70h : 7ff7c722dae0h   | 112     | intrinsics/vblocks/vnand__b256x32i
00060fc0h   | 32      | 7ff7c722db00h : 7ff7c722db71h   | 113     | intrinsics/vblocks/vnand__b256x64u
00061050h   | 31      | 7ff7c722db90h : 7ff7c722dc01h   | 113     | intrinsics/vblocks/vnand__b256x64i
000618f0h   | 2095    | 7ff7c722e430h : 7ff7c722e4adh   | 125     | intrinsics/vblocks/vnor__b128x8u
00061990h   | 35      | 7ff7c722e4d0h : 7ff7c722e54dh   | 125     | intrinsics/vblocks/vnor__b128x8i
00061a30h   | 35      | 7ff7c722e570h : 7ff7c722e5dch   | 108     | intrinsics/vblocks/vnor__b128x16u
00061ac0h   | 36      | 7ff7c722e600h : 7ff7c722e66ch   | 108     | intrinsics/vblocks/vnor__b128x16i
00061b50h   | 36      | 7ff7c722e690h : 7ff7c722e6fdh   | 109     | intrinsics/vblocks/vnor__b128x32u
00061be0h   | 35      | 7ff7c722e720h : 7ff7c722e78dh   | 109     | intrinsics/vblocks/vnor__b128x32i
00061c70h   | 35      | 7ff7c722e7b0h : 7ff7c722e817h   | 103     | intrinsics/vblocks/vnor__b128x64u
00062100h   | 1065    | 7ff7c722ec40h : 7ff7c722eca7h   | 103     | intrinsics/vblocks/vnor__b128x64i
00062180h   | 25      | 7ff7c722ecc0h : 7ff7c722ed38h   | 120     | intrinsics/vblocks/vnor__b256x8u
00062210h   | 24      | 7ff7c722ed50h : 7ff7c722edc8h   | 120     | intrinsics/vblocks/vnor__b256x8i
000622a0h   | 24      | 7ff7c722ede0h : 7ff7c722ee47h   | 103     | intrinsics/vblocks/vnor__b256x16u
00062320h   | 25      | 7ff7c722ee60h : 7ff7c722eec7h   | 103     | intrinsics/vblocks/vnor__b256x16i
000623a0h   | 25      | 7ff7c722eee0h : 7ff7c722ef48h   | 104     | intrinsics/vblocks/vnor__b256x32u
00062420h   | 24      | 7ff7c722ef60h : 7ff7c722efc8h   | 104     | intrinsics/vblocks/vnor__b256x32i
000624a0h   | 24      | 7ff7c722efe0h : 7ff7c722f048h   | 104     | intrinsics/vblocks/vnor__b256x64u
00062520h   | 24      | 7ff7c722f060h : 7ff7c722f0c8h   | 104     | intrinsics/vblocks/vnor__b256x64i
00062db0h   | 2088    | 7ff7c722f8f0h : 7ff7c722f96dh   | 125     | intrinsics/vblocks/vxnor__b128x8u
00062e50h   | 35      | 7ff7c722f990h : 7ff7c722fa0dh   | 125     | intrinsics/vblocks/vxnor__b128x8i
00062ef0h   | 35      | 7ff7c722fa30h : 7ff7c722fa9ch   | 108     | intrinsics/vblocks/vxnor__b128x16u
00062f80h   | 36      | 7ff7c722fac0h : 7ff7c722fb2ch   | 108     | intrinsics/vblocks/vxnor__b128x16i
00063010h   | 36      | 7ff7c722fb50h : 7ff7c722fbbdh   | 109     | intrinsics/vblocks/vxnor__b128x32u
000630a0h   | 35      | 7ff7c722fbe0h : 7ff7c722fc4dh   | 109     | intrinsics/vblocks/vxnor__b128x32i
00063530h   | 1059    | 7ff7c7230070h : 7ff7c72300d7h   | 103     | intrinsics/vblocks/vxnor__b128x64u
000635b0h   | 25      | 7ff7c72300f0h : 7ff7c7230157h   | 103     | intrinsics/vblocks/vxnor__b128x64i
00063a40h   | 1065    | 7ff7c7230580h : 7ff7c7230600h   | 128     | intrinsics/vblocks/vxnor__b256x8u
00063ae0h   | 32      | 7ff7c7230620h : 7ff7c72306a0h   | 128     | intrinsics/vblocks/vxnor__b256x8i
00063b80h   | 32      | 7ff7c72306c0h : 7ff7c723072fh   | 111     | intrinsics/vblocks/vxnor__b256x16u
00063c10h   | 33      | 7ff7c7230750h : 7ff7c72307bfh   | 111     | intrinsics/vblocks/vxnor__b256x16i
00063ca0h   | 33      | 7ff7c72307e0h : 7ff7c7230850h   | 112     | intrinsics/vblocks/vxnor__b256x32u
