Offset      | Gap     | Origin                          | Size    | Uri
0000cf90h   | 23      | 7ff7c71d9ad0h : 7ff7c71d9ae9h   | 25      | intrinsics/dinx/vsllr__256x32u
0000cfc0h   | 23      | 7ff7c71d9b00h : 7ff7c71d9b19h   | 25      | intrinsics/dinx/vsllr__256x64i
0000cff0h   | 23      | 7ff7c71d9b30h : 7ff7c71d9b49h   | 25      | intrinsics/dinx/vsllr__256x64u
0000d020h   | 23      | 7ff7c71d9b60h : 7ff7c71d9bb5h   | 85      | intrinsics/dinx/vsllr__128x8i
0000d090h   | 27      | 7ff7c71d9bd0h : 7ff7c71d9c25h   | 85      | intrinsics/dinx/vsllr__128x8u
0000d110h   | 43      | 7ff7c71d9c50h : 7ff7c71d9c6dh   | 29      | intrinsics/dinx/vsllr__128x16i
0000d150h   | 35      | 7ff7c71d9c90h : 7ff7c71d9cadh   | 29      | intrinsics/dinx/vsllr__128x16u
0000d190h   | 35      | 7ff7c71d9cd0h : 7ff7c71d9ceah   | 26      | intrinsics/dinx/vsllr__128x32i
0000d1c0h   | 22      | 7ff7c71d9d00h : 7ff7c71d9d1ah   | 26      | intrinsics/dinx/vsllr__128x32u
0000d1f0h   | 22      | 7ff7c71d9d30h : 7ff7c71d9d4ah   | 26      | intrinsics/dinx/vsllr__128x64i
0000d220h   | 22      | 7ff7c71d9d60h : 7ff7c71d9d7ah   | 26      | intrinsics/dinx/vsllr__128x64u
0000d250h   | 22      | 7ff7c71d9d90h : 7ff7c71d9e14h   | 132     | intrinsics/dinx/vsllr__256x8i
0000d2f0h   | 28      | 7ff7c71d9e30h : 7ff7c71d9e94h   | 100     | intrinsics/dinx/vsllr__256x8u
0000d380h   | 44      | 7ff7c71d9ec0h : 7ff7c71d9ee0h   | 32      | intrinsics/dinx/vsllr__256x16i
0000d3c0h   | 32      | 7ff7c71d9f00h : 7ff7c71d9f20h   | 32      | intrinsics/dinx/vsllr__256x16u
0000d400h   | 32      | 7ff7c71d9f40h : 7ff7c71d9f5dh   | 29      | intrinsics/dinx/vsllr__256x32i
0000d430h   | 19      | 7ff7c71d9f70h : 7ff7c71d9f8dh   | 29      | intrinsics/dinx/vsllr__256x32u
0000d460h   | 19      | 7ff7c71d9fa0h : 7ff7c71d9fbdh   | 29      | intrinsics/dinx/vsllr__256x64i
0000d490h   | 19      | 7ff7c71d9fd0h : 7ff7c71d9fedh   | 29      | intrinsics/dinx/vsllr__256x64u
0000d4c0h   | 19      | 7ff7c71da000h : 7ff7c71da0b7h   | 183     | intrinsics/dinx/vsllv_128x8i
0000d5a0h   | 41      | 7ff7c71da0e0h : 7ff7c71da18dh   | 173     | intrinsics/dinx/vsllv_128x8u
0000d670h   | 35      | 7ff7c71da1b0h : 7ff7c71da1e8h   | 56      | intrinsics/dinx/vsllv_128x16i
0000d6c0h   | 24      | 7ff7c71da200h : 7ff7c71da259h   | 89      | intrinsics/dinx/vsllv_128x16u
0000d740h   | 39      | 7ff7c71da280h : 7ff7c71da29bh   | 27      | intrinsics/dinx/vsllv_128x32i
0000d770h   | 21      | 7ff7c71da2b0h : 7ff7c71da2d1h   | 33      | intrinsics/dinx/vnand_256x32u
0000d7b0h   | 31      | 7ff7c71da2f0h : 7ff7c71da312h   | 34      | intrinsics/dinx/vnand_256x64i
0000d7f0h   | 30      | 7ff7c71da330h : 7ff7c71da352h   | 34      | intrinsics/dinx/vnand_256x64u
0000d830h   | 30      | 7ff7c71da370h : 7ff7c71da392h   | 34      | intrinsics/dinx/vnand_256x32f
0000d870h   | 30      | 7ff7c71da3b0h : 7ff7c71da3d2h   | 34      | intrinsics/dinx/vnand_256x64f
0000d8b0h   | 30      | 7ff7c71da3f0h : 7ff7c71da406h   | 22      | intrinsics/dinx/vnonimpl_128x8i
0000d8e0h   | 26      | 7ff7c71da420h : 7ff7c71da436h   | 22      | intrinsics/dinx/vnonimpl_128x8u
0000d910h   | 26      | 7ff7c71da450h : 7ff7c71da466h   | 22      | intrinsics/dinx/vnonimpl_128x16i
0000d940h   | 26      | 7ff7c71da480h : 7ff7c71da496h   | 22      | intrinsics/dinx/vnonimpl_128x16u
0000d970h   | 26      | 7ff7c71da4b0h : 7ff7c71da4c6h   | 22      | intrinsics/dinx/vnonimpl_128x32i
0000d9a0h   | 26      | 7ff7c71da4e0h : 7ff7c71da4f6h   | 22      | intrinsics/dinx/vnonimpl_128x32u
0000d9d0h   | 26      | 7ff7c71da510h : 7ff7c71da526h   | 22      | intrinsics/dinx/vnonimpl_128x64i
0000da00h   | 26      | 7ff7c71da540h : 7ff7c71da556h   | 22      | intrinsics/dinx/vnonimpl_128x64u
0000da30h   | 26      | 7ff7c71da570h : 7ff7c71da589h   | 25      | intrinsics/dinx/vnonimpl_256x8i
0000da60h   | 23      | 7ff7c71da5a0h : 7ff7c71da5b9h   | 25      | intrinsics/dinx/vnonimpl_256x8u
0000da90h   | 23      | 7ff7c71da5d0h : 7ff7c71da5e9h   | 25      | intrinsics/dinx/vnonimpl_256x16i
0000dac0h   | 23      | 7ff7c71da600h : 7ff7c71da619h   | 25      | intrinsics/dinx/vnonimpl_256x16u
0000daf0h   | 23      | 7ff7c71da630h : 7ff7c71da649h   | 25      | intrinsics/dinx/vnonimpl_256x32i
0000db20h   | 23      | 7ff7c71da660h : 7ff7c71da679h   | 25      | intrinsics/dinx/vnonimpl_256x32u
0000db50h   | 23      | 7ff7c71da690h : 7ff7c71da6a9h   | 25      | intrinsics/dinx/vnonimpl_256x64i
0000db80h   | 23      | 7ff7c71da6c0h : 7ff7c71da6d9h   | 25      | intrinsics/dinx/vnonimpl_256x64u
0000dbb0h   | 23      | 7ff7c71da6f0h : 7ff7c71da70eh   | 30      | intrinsics/dinx/vnor_128x8i
0000dbf0h   | 34      | 7ff7c71da730h : 7ff7c71da74eh   | 30      | intrinsics/dinx/vnor_128x8u
0000dc30h   | 34      | 7ff7c71da770h : 7ff7c71da78eh   | 30      | intrinsics/dinx/vnor_128x16i
0000dc70h   | 34      | 7ff7c71da7b0h : 7ff7c71da7ceh   | 30      | intrinsics/dinx/vnor_128x16u
0000dcb0h   | 34      | 7ff7c71da7f0h : 7ff7c71da80eh   | 30      | intrinsics/dinx/vnor_128x32i
0000dcf0h   | 34      | 7ff7c71da830h : 7ff7c71da84eh   | 30      | intrinsics/dinx/vnor_128x32u
0000dd30h   | 34      | 7ff7c71da870h : 7ff7c71da88eh   | 30      | intrinsics/dinx/vnor_128x64i
0000dd70h   | 34      | 7ff7c71da8b0h : 7ff7c71da8ceh   | 30      | intrinsics/dinx/vnor_128x64u
0000ddb0h   | 34      | 7ff7c71da8f0h : 7ff7c71da90fh   | 31      | intrinsics/dinx/vnor_128x32f
0000ddf0h   | 33      | 7ff7c71da930h : 7ff7c71da94fh   | 31      | intrinsics/dinx/vnor_128x64f
0000de30h   | 33      | 7ff7c71da970h : 7ff7c71da991h   | 33      | intrinsics/dinx/vnor_256x8u
0000de70h   | 31      | 7ff7c71da9b0h : 7ff7c71da9d1h   | 33      | intrinsics/dinx/vnor_256x16i
0000deb0h   | 31      | 7ff7c71da9f0h : 7ff7c71daa11h   | 33      | intrinsics/dinx/vnor_256x8i
0000def0h   | 31      | 7ff7c71daa30h : 7ff7c71daa51h   | 33      | intrinsics/dinx/vnor_256x16u
0000df30h   | 31      | 7ff7c71daa70h : 7ff7c71daa91h   | 33      | intrinsics/dinx/vnor_256x32i
0000df70h   | 31      | 7ff7c71daab0h : 7ff7c71daad1h   | 33      | intrinsics/dinx/vnor_256x32u
0000dfb0h   | 31      | 7ff7c71daaf0h : 7ff7c71dab12h   | 34      | intrinsics/dinx/vnor_256x64i
0000dff0h   | 30      | 7ff7c71dab30h : 7ff7c71dab52h   | 34      | intrinsics/dinx/vnor_256x64u
0000e030h   | 30      | 7ff7c71dab70h : 7ff7c71dab92h   | 34      | intrinsics/dinx/vnor_256x32f
0000e070h   | 30      | 7ff7c71dabb0h : 7ff7c71dabd2h   | 34      | intrinsics/dinx/vnor_256x64f
0000e0b0h   | 30      | 7ff7c71dabf0h : 7ff7c71dac09h   | 25      | intrinsics/dinx/vnot_128x8i
0000e0e0h   | 23      | 7ff7c71dac20h : 7ff7c71dac39h   | 25      | intrinsics/dinx/vnot_128x8u
0000e110h   | 23      | 7ff7c71dac50h : 7ff7c71dac69h   | 25      | intrinsics/dinx/vnot_128x16i
0000e140h   | 23      | 7ff7c71dac80h : 7ff7c71dac99h   | 25      | intrinsics/dinx/vnot_128x16u
0000e170h   | 23      | 7ff7c71dacb0h : 7ff7c71dacc9h   | 25      | intrinsics/dinx/vnot_128x32i
0000e1a0h   | 23      | 7ff7c71dace0h : 7ff7c71dacf9h   | 25      | intrinsics/dinx/vnot_128x32u
0000e1d0h   | 23      | 7ff7c71dad10h : 7ff7c71dad29h   | 25      | intrinsics/dinx/vnot_128x64i
0000e200h   | 23      | 7ff7c71dad40h : 7ff7c71dad59h   | 25      | intrinsics/dinx/vnot_128x64u
0000e230h   | 23      | 7ff7c71dad70h : 7ff7c71dad8ch   | 28      | intrinsics/dinx/vnot_256x8i
0000e260h   | 20      | 7ff7c71dada0h : 7ff7c71dadbch   | 28      | intrinsics/dinx/vnot_256x8u
0000e290h   | 20      | 7ff7c71dadd0h : 7ff7c71dadech   | 28      | intrinsics/dinx/vnot_256x16i
0000e2c0h   | 20      | 7ff7c71dae00h : 7ff7c71dae1ch   | 28      | intrinsics/dinx/vnot_256x16u
0000e2f0h   | 20      | 7ff7c71dae30h : 7ff7c71dae4ch   | 28      | intrinsics/dinx/vnot_256x32i
0000e320h   | 20      | 7ff7c71dae60h : 7ff7c71dae7ch   | 28      | intrinsics/dinx/vnot_256x32u
0000e350h   | 20      | 7ff7c71dae90h : 7ff7c71daeadh   | 29      | intrinsics/dinx/vnot_256x64i
0000e380h   | 19      | 7ff7c71daec0h : 7ff7c71daeddh   | 29      | intrinsics/dinx/vnot_256x64u
0000e3b0h   | 19      | 7ff7c71daef0h : 7ff7c71daf06h   | 22      | intrinsics/dinx/vor_128x8u
0000e3e0h   | 26      | 7ff7c71daf20h : 7ff7c71daf36h   | 22      | intrinsics/dinx/vor_128x16i
0000e410h   | 26      | 7ff7c71daf50h : 7ff7c71daf66h   | 22      | intrinsics/dinx/vor_128x8i
0000e440h   | 26      | 7ff7c71daf80h : 7ff7c71daf96h   | 22      | intrinsics/dinx/vor_128x16u
0000e470h   | 26      | 7ff7c71dafb0h : 7ff7c71dafc6h   | 22      | intrinsics/dinx/vor_128x32i
0000e4a0h   | 26      | 7ff7c71dafe0h : 7ff7c71daff6h   | 22      | intrinsics/dinx/vor_128x32u
0000e4d0h   | 26      | 7ff7c71db010h : 7ff7c71db026h   | 22      | intrinsics/dinx/vor_128x64i
0000e500h   | 26      | 7ff7c71db040h : 7ff7c71db056h   | 22      | intrinsics/dinx/vor_128x64u
0000e530h   | 26      | 7ff7c71db070h : 7ff7c71db089h   | 25      | intrinsics/dinx/vor_256x8u
0000e560h   | 23      | 7ff7c71db0a0h : 7ff7c71db0b9h   | 25      | intrinsics/dinx/vor_256x16i
0000e590h   | 23      | 7ff7c71db0d0h : 7ff7c71db0e9h   | 25      | intrinsics/dinx/vor_256x8i
0000e5c0h   | 23      | 7ff7c71db100h : 7ff7c71db119h   | 25      | intrinsics/dinx/vor_256x16u
0000e5f0h   | 23      | 7ff7c71db130h : 7ff7c71db149h   | 25      | intrinsics/dinx/vor_256x32i
0000e620h   | 23      | 7ff7c71db160h : 7ff7c71db179h   | 25      | intrinsics/dinx/vor_256x32u
0000e650h   | 23      | 7ff7c71db190h : 7ff7c71db1a9h   | 25      | intrinsics/dinx/vor_256x64i
0000e680h   | 23      | 7ff7c71db1c0h : 7ff7c71db1d9h   | 25      | intrinsics/dinx/vor_256x64u
0000e6b0h   | 23      | 7ff7c71db1f0h : 7ff7c71db32eh   | 318     | intrinsics/dinx/vpop__128x64u
0000e830h   | 66      | 7ff7c71db370h : 7ff7c71db4efh   | 383     | intrinsics/dinx/vpop__256x64u
0000e9f0h   | 65      | 7ff7c71db530h : 7ff7c71db55bh   | 43      | intrinsics/dinx/vselect_128x8u
0000ea40h   | 37      | 7ff7c71db580h : 7ff7c71db5abh   | 43      | intrinsics/dinx/vselect_128x16u
0000ea90h   | 37      | 7ff7c71db5d0h : 7ff7c71db5fbh   | 43      | intrinsics/dinx/vselect_128x32u
0000eae0h   | 37      | 7ff7c71db620h : 7ff7c71db64bh   | 43      | intrinsics/dinx/vselect_128x64u
0000eb30h   | 37      | 7ff7c71db670h : 7ff7c71db69eh   | 46      | intrinsics/dinx/vselect_256x8u
0000eb80h   | 34      | 7ff7c71db6c0h : 7ff7c71db6eeh   | 46      | intrinsics/dinx/vselect_256x16u
0000ebd0h   | 34      | 7ff7c71db710h : 7ff7c71db73eh   | 46      | intrinsics/dinx/vselect_256x32u
0000ec20h   | 34      | 7ff7c71db760h : 7ff7c71db78eh   | 46      | intrinsics/dinx/vselect_256x64u
0000ec70h   | 34      | 7ff7c71db7b0h : 7ff7c71db7ceh   | 30      | intrinsics/dinx/vxnor_128x8i
0000ecb0h   | 34      | 7ff7c71db7f0h : 7ff7c71db80eh   | 30      | intrinsics/dinx/vxnor_128x8u
0000ecf0h   | 34      | 7ff7c71db830h : 7ff7c71db84eh   | 30      | intrinsics/dinx/vxnor_128x16i
0000ed30h   | 34      | 7ff7c71db870h : 7ff7c71db88eh   | 30      | intrinsics/dinx/vxnor_128x16u
0000ed70h   | 34      | 7ff7c71db8b0h : 7ff7c71db8ceh   | 30      | intrinsics/dinx/vxnor_128x32i
0000edb0h   | 34      | 7ff7c71db8f0h : 7ff7c71db90eh   | 30      | intrinsics/dinx/vxnor_128x32u
0000edf0h   | 34      | 7ff7c71db930h : 7ff7c71db94eh   | 30      | intrinsics/dinx/vxnor_128x64i
0000ee30h   | 34      | 7ff7c71db970h : 7ff7c71db98eh   | 30      | intrinsics/dinx/vxnor_128x64u
0000ee70h   | 34      | 7ff7c71db9b0h : 7ff7c71db9d1h   | 33      | intrinsics/dinx/vxnor_256x8u
0000eeb0h   | 31      | 7ff7c71db9f0h : 7ff7c71dba11h   | 33      | intrinsics/dinx/vxnor_256x16i
0000eef0h   | 31      | 7ff7c71dba30h : 7ff7c71dba51h   | 33      | intrinsics/dinx/vxnor_256x8i
0000ef30h   | 31      | 7ff7c71dba70h : 7ff7c71dba91h   | 33      | intrinsics/dinx/vxnor_256x16u
0000ef70h   | 31      | 7ff7c71dbab0h : 7ff7c71dbad1h   | 33      | intrinsics/dinx/vxnor_256x32i
0000efb0h   | 31      | 7ff7c71dbaf0h : 7ff7c71dbb11h   | 33      | intrinsics/dinx/vxnor_256x32u
0000eff0h   | 31      | 7ff7c71dbb30h : 7ff7c71dbb52h   | 34      | intrinsics/dinx/vxnor_256x64i
0000f030h   | 30      | 7ff7c71dbb70h : 7ff7c71dbb92h   | 34      | intrinsics/dinx/vxnor_256x64u
0000f070h   | 30      | 7ff7c71dbbb0h : 7ff7c71dbbc6h   | 22      | intrinsics/dinx/vxor_128x8i
0000f0a0h   | 26      | 7ff7c71dbbe0h : 7ff7c71dbbf6h   | 22      | intrinsics/dinx/vxor_128x8u
0000f0d0h   | 26      | 7ff7c71dbc10h : 7ff7c71dbc26h   | 22      | intrinsics/dinx/vxor_128x16i
0000f100h   | 26      | 7ff7c71dbc40h : 7ff7c71dbc56h   | 22      | intrinsics/dinx/vxor_128x16u
0000f130h   | 26      | 7ff7c71dbc70h : 7ff7c71dbc86h   | 22      | intrinsics/dinx/vxor_128x32i
0000f160h   | 26      | 7ff7c71dbca0h : 7ff7c71dbcb6h   | 22      | intrinsics/dinx/vxor_128x32u
0000f190h   | 26      | 7ff7c71dbcd0h : 7ff7c71dbce6h   | 22      | intrinsics/dinx/vxor_128x64i
0000f1c0h   | 26      | 7ff7c71dbd00h : 7ff7c71dbd16h   | 22      | intrinsics/dinx/vxor_128x64u
0000f1f0h   | 26      | 7ff7c71dbd30h : 7ff7c71dbd49h   | 25      | intrinsics/dinx/vxor_256x8u
0000f220h   | 23      | 7ff7c71dbd60h : 7ff7c71dbd79h   | 25      | intrinsics/dinx/vxor_256x16i
0000f250h   | 23      | 7ff7c71dbd90h : 7ff7c71dbda9h   | 25      | intrinsics/dinx/vxor_256x8i
0000f280h   | 23      | 7ff7c71dbdc0h : 7ff7c71dbdd9h   | 25      | intrinsics/dinx/vxor_256x16u
0000f2b0h   | 23      | 7ff7c71dbdf0h : 7ff7c71dbe09h   | 25      | intrinsics/dinx/vxor_256x32i
0000f2e0h   | 23      | 7ff7c71dbe20h : 7ff7c71dbe39h   | 25      | intrinsics/dinx/vxor_256x32u
0000f310h   | 23      | 7ff7c71dbe50h : 7ff7c71dbe69h   | 25      | intrinsics/dinx/vxor_256x64i
0000f340h   | 23      | 7ff7c71dbe80h : 7ff7c71dbe99h   | 25      | intrinsics/dinx/vxor_256x64u
0000f370h   | 23      | 7ff7c71dbeb0h : 7ff7c71dbeceh   | 30      | intrinsics/dinx/vxornot_128x8i
0000f3b0h   | 34      | 7ff7c71dbef0h : 7ff7c71dbf0eh   | 30      | intrinsics/dinx/vxornot_128x8u
0000f3f0h   | 34      | 7ff7c71dbf30h : 7ff7c71dbf4eh   | 30      | intrinsics/dinx/vxornot_128x16i
0000f430h   | 34      | 7ff7c71dbf70h : 7ff7c71dbf8eh   | 30      | intrinsics/dinx/vxornot_128x16u
0000f470h   | 34      | 7ff7c71dbfb0h : 7ff7c71dbfceh   | 30      | intrinsics/dinx/vxornot_128x32i
0000f4b0h   | 34      | 7ff7c71dbff0h : 7ff7c71dc00eh   | 30      | intrinsics/dinx/vxornot_128x32u
0000f4f0h   | 34      | 7ff7c71dc030h : 7ff7c71dc04eh   | 30      | intrinsics/dinx/vxornot_128x64i
0000f530h   | 34      | 7ff7c71dc070h : 7ff7c71dc08eh   | 30      | intrinsics/dinx/vxornot_128x64u
0000f570h   | 34      | 7ff7c71dc0b0h : 7ff7c71dc0d1h   | 33      | intrinsics/dinx/vxornot_256x8u
0000f5b0h   | 31      | 7ff7c71dc0f0h : 7ff7c71dc111h   | 33      | intrinsics/dinx/vxornot_256x16i
0000f5f0h   | 31      | 7ff7c71dc130h : 7ff7c71dc151h   | 33      | intrinsics/dinx/vxornot_256x8i
0000f630h   | 31      | 7ff7c71dc170h : 7ff7c71dc191h   | 33      | intrinsics/dinx/vxornot_256x16u
0000f670h   | 31      | 7ff7c71dc1b0h : 7ff7c71dc1d1h   | 33      | intrinsics/dinx/vxornot_256x32i
0000f6b0h   | 31      | 7ff7c71dc1f0h : 7ff7c71dc206h   | 22      | intrinsics/dinx/vswaphl_128x8i
0000f6e0h   | 26      | 7ff7c71dc220h : 7ff7c71dc236h   | 22      | intrinsics/dinx/vswaphl_128x8u
0000f710h   | 26      | 7ff7c71dc250h : 7ff7c71dc266h   | 22      | intrinsics/dinx/vswaphl_128x16i
0000f740h   | 26      | 7ff7c71dc280h : 7ff7c71dc296h   | 22      | intrinsics/dinx/vswaphl_128x32i
0000f770h   | 26      | 7ff7c71dc2b0h : 7ff7c71dc2c6h   | 22      | intrinsics/dinx/vswaphl_128x32u
0000f7a0h   | 26      | 7ff7c71dc2e0h : 7ff7c71dc2f6h   | 22      | intrinsics/dinx/vswaphl_128x64u
0000fbe0h   | 1066    | 7ff7c71dc720h : 7ff7c71dc736h   | 22      | intrinsics/dinx/vswaphl_128x64i
0000fc10h   | 26      | 7ff7c71dc750h : 7ff7c71dc76eh   | 30      | intrinsics/dinx/vswaphl_256x8u
0000fc50h   | 34      | 7ff7c71dc790h : 7ff7c71dc7aeh   | 30      | intrinsics/dinx/vswaphl_256x8i
0000fc90h   | 34      | 7ff7c71dc7d0h : 7ff7c71dc7eeh   | 30      | intrinsics/dinx/vswaphl_256x16i
0000fcd0h   | 34      | 7ff7c71dc810h : 7ff7c71dc82eh   | 30      | intrinsics/dinx/vswaphl_256x16u
0000fd10h   | 34      | 7ff7c71dc850h : 7ff7c71dc86eh   | 30      | intrinsics/dinx/vswaphl_256x32i
0000fd50h   | 34      | 7ff7c71dc890h : 7ff7c71dc8aeh   | 30      | intrinsics/dinx/vswaphl_256x32u
0000fd90h   | 34      | 7ff7c71dc8d0h : 7ff7c71dc8eeh   | 30      | intrinsics/dinx/vswaphl_256x64i
0000fdd0h   | 34      | 7ff7c71dc910h : 7ff7c71dc92eh   | 30      | intrinsics/dinx/vswaphl_256x64u
0000fe10h   | 34      | 7ff7c71dc950h : 7ff7c71dc961h   | 17      | intrinsics/dinx/vtakemask__128x8u
0000fed0h   | 175     | 7ff7c71dca10h : 7ff7c71dca21h   | 17      | intrinsics/dinx/vtakemask__128x16u
0000ff00h   | 31      | 7ff7c71dca40h : 7ff7c71dca51h   | 17      | intrinsics/dinx/vtakemask__128x32u
0000ff30h   | 31      | 7ff7c71dca70h : 7ff7c71dca81h   | 17      | intrinsics/dinx/vtakemask__128x64u
0000ff60h   | 31      | 7ff7c71dcaa0h : 7ff7c71dcab1h   | 17      | intrinsics/dinx/vtakemask__256x8u
0000ff90h   | 31      | 7ff7c71dcad0h : 7ff7c71dcae1h   | 17      | intrinsics/dinx/vtakemask__256x16u
0000ffc0h   | 31      | 7ff7c71dcb00h : 7ff7c71dcb11h   | 17      | intrinsics/dinx/vtakemask__256x32u
0000fff0h   | 31      | 7ff7c71dcb30h : 7ff7c71dcb41h   | 17      | intrinsics/dinx/vtakemask__256x64u
00010020h   | 31      | 7ff7c71dcb60h : 7ff7c71dcb76h   | 22      | intrinsics/dinx/vand_128x8u
00010050h   | 26      | 7ff7c71dcb90h : 7ff7c71dcba6h   | 22      | intrinsics/dinx/vand_128x16i
00010080h   | 26      | 7ff7c71dcbc0h : 7ff7c71dcbd6h   | 22      | intrinsics/dinx/vand_128x8i
000100b0h   | 26      | 7ff7c71dcbf0h : 7ff7c71dcc06h   | 22      | intrinsics/dinx/vand_128x16u
000100e0h   | 26      | 7ff7c71dcc20h : 7ff7c71dcc36h   | 22      | intrinsics/dinx/vand_128x32i
00010110h   | 26      | 7ff7c71dcc50h : 7ff7c71dcc66h   | 22      | intrinsics/dinx/vand_128x32u
00010140h   | 26      | 7ff7c71dcc80h : 7ff7c71dcc96h   | 22      | intrinsics/dinx/vand_128x64i
00010170h   | 26      | 7ff7c71dccb0h : 7ff7c71dccc6h   | 22      | intrinsics/dinx/vand_128x64u
000101a0h   | 26      | 7ff7c71dcce0h : 7ff7c71dccf9h   | 25      | intrinsics/dinx/vand_256x8u
000101d0h   | 23      | 7ff7c71dcd10h : 7ff7c71dcd29h   | 25      | intrinsics/dinx/vand_256x16i
00010200h   | 23      | 7ff7c71dcd40h : 7ff7c71dcd59h   | 25      | intrinsics/dinx/vand_256x8i
00010230h   | 23      | 7ff7c71dcd70h : 7ff7c71dcd89h   | 25      | intrinsics/dinx/vand_256x16u
00010260h   | 23      | 7ff7c71dcda0h : 7ff7c71dcdb9h   | 25      | intrinsics/dinx/vand_256x32i
00010290h   | 23      | 7ff7c71dcdd0h : 7ff7c71dcde9h   | 25      | intrinsics/dinx/vand_256x32u
000102c0h   | 23      | 7ff7c71dce00h : 7ff7c71dce19h   | 25      | intrinsics/dinx/vand_256x64i
000102f0h   | 23      | 7ff7c71dce30h : 7ff7c71dce49h   | 25      | intrinsics/dinx/vand_256x64u
00010320h   | 23      | 7ff7c71dce60h : 7ff7c71dce7eh   | 30      | intrinsics/dinx/vcimpl_128x8i
00010360h   | 34      | 7ff7c71dcea0h : 7ff7c71dcebeh   | 30      | intrinsics/dinx/vcimpl_128x8u
000103a0h   | 34      | 7ff7c71dcee0h : 7ff7c71dcefeh   | 30      | intrinsics/dinx/vcimpl_128x16i
000103e0h   | 34      | 7ff7c71dcf20h : 7ff7c71dcf3eh   | 30      | intrinsics/dinx/vcimpl_128x16u
00010420h   | 34      | 7ff7c71dcf60h : 7ff7c71dcf7eh   | 30      | intrinsics/dinx/vcimpl_128x32i
00010460h   | 34      | 7ff7c71dcfa0h : 7ff7c71dcfbeh   | 30      | intrinsics/dinx/vcimpl_128x32u
000104a0h   | 34      | 7ff7c71dcfe0h : 7ff7c71dcffeh   | 30      | intrinsics/dinx/vcimpl_128x64i
000104e0h   | 34      | 7ff7c71dd020h : 7ff7c71dd03eh   | 30      | intrinsics/dinx/vcimpl_128x64u
00010520h   | 34      | 7ff7c71dd060h : 7ff7c71dd081h   | 33      | intrinsics/dinx/vcimpl_256x8i
00010560h   | 31      | 7ff7c71dd0a0h : 7ff7c71dd0c1h   | 33      | intrinsics/dinx/vcimpl_256x8u
000105a0h   | 31      | 7ff7c71dd0e0h : 7ff7c71dd101h   | 33      | intrinsics/dinx/vcimpl_256x16i
000105e0h   | 31      | 7ff7c71dd120h : 7ff7c71dd141h   | 33      | intrinsics/dinx/vcimpl_256x16u
00010620h   | 31      | 7ff7c71dd160h : 7ff7c71dd181h   | 33      | intrinsics/dinx/vcimpl_256x32i
00010660h   | 31      | 7ff7c71dd1a0h : 7ff7c71dd1c1h   | 33      | intrinsics/dinx/vcimpl_256x32u
000106a0h   | 31      | 7ff7c71dd1e0h : 7ff7c71dd202h   | 34      | intrinsics/dinx/vcimpl_256x64i
000106e0h   | 30      | 7ff7c71dd220h : 7ff7c71dd242h   | 34      | intrinsics/dinx/vcimpl_256x64u
00010720h   | 30      | 7ff7c71dd260h : 7ff7c71dd276h   | 22      | intrinsics/dinx/vcnonimpl_128x8i
00010750h   | 26      | 7ff7c71dd290h : 7ff7c71dd2a6h   | 22      | intrinsics/dinx/vcnonimpl_128x8u
00010780h   | 26      | 7ff7c71dd2c0h : 7ff7c71dd2d6h   | 22      | intrinsics/dinx/vcnonimpl_128x16i
000107b0h   | 26      | 7ff7c71dd2f0h : 7ff7c71dd306h   | 22      | intrinsics/dinx/vcnonimpl_128x16u
000107e0h   | 26      | 7ff7c71dd320h : 7ff7c71dd336h   | 22      | intrinsics/dinx/vcnonimpl_128x32i
00010810h   | 26      | 7ff7c71dd350h : 7ff7c71dd366h   | 22      | intrinsics/dinx/vcnonimpl_128x32u
00010840h   | 26      | 7ff7c71dd380h : 7ff7c71dd396h   | 22      | intrinsics/dinx/vcnonimpl_128x64i
00010870h   | 26      | 7ff7c71dd3b0h : 7ff7c71dd3c6h   | 22      | intrinsics/dinx/vcnonimpl_128x64u
000108a0h   | 26      | 7ff7c71dd3e0h : 7ff7c71dd3f9h   | 25      | intrinsics/dinx/vcnonimpl_256x8i
000108d0h   | 23      | 7ff7c71dd410h : 7ff7c71dd429h   | 25      | intrinsics/dinx/vcnonimpl_256x8u
00010900h   | 23      | 7ff7c71dd440h : 7ff7c71dd459h   | 25      | intrinsics/dinx/vcnonimpl_256x16i
00010930h   | 23      | 7ff7c71dd470h : 7ff7c71dd489h   | 25      | intrinsics/dinx/vcnonimpl_256x16u
00010960h   | 23      | 7ff7c71dd4a0h : 7ff7c71dd4b9h   | 25      | intrinsics/dinx/vcnonimpl_256x32i
00010990h   | 23      | 7ff7c71dd4d0h : 7ff7c71dd4e9h   | 25      | intrinsics/dinx/vcnonimpl_256x32u
000109c0h   | 23      | 7ff7c71dd500h : 7ff7c71dd519h   | 25      | intrinsics/dinx/vcnonimpl_256x64i
000109f0h   | 23      | 7ff7c71dd530h : 7ff7c71dd549h   | 25      | intrinsics/dinx/vcnonimpl_256x64u
00010a20h   | 23      | 7ff7c71dd560h : 7ff7c71dd57eh   | 30      | intrinsics/dinx/vimpl_128x8i
00010a60h   | 34      | 7ff7c71dd5a0h : 7ff7c71dd5beh   | 30      | intrinsics/dinx/vimpl_128x8u
00010aa0h   | 34      | 7ff7c71dd5e0h : 7ff7c71dd5feh   | 30      | intrinsics/dinx/vimpl_128x16i
