Sequence  | Address         | Length  | TermCode            | Uri                                                                                                           | OpSig                                                                                                         | Data
20        | 7ff7c8643ed0h   | 22      | CTC_RET_Zx3         | hex://root/as.numeric?AsU16#AsU16_g[8u](8u)                                                                   | ushort AsU16<byte>(byte src)                                                                                  | 50 0f 1f 40 00 0f b6 c1 88 44 24 04 0f b7 44 24 04 48 83 c4 08 c3
21        | 7ff7c8643f00h   | 23      | CTC_RET_ZED_SBB     | hex://root/as.numeric?AsU16#AsU16_g[8i](8i)                                                                   | ushort AsU16<sbyte>(sbyte src)                                                                                | 50 0f 1f 40 00 48 0f be c1 88 44 24 04 0f b7 44 24 04 48 83 c4 08 c3
22        | 7ff7c8643f30h   | 9       | CTC_RET_Zx3         | hex://root/as.numeric?AsU16#AsU16_g[16u](16u)                                                                 | ushort AsU16<ushort>(ushort src)                                                                              | 0f 1f 44 00 00 0f b7 c1 c3
23        | 7ff7c8643f50h   | 10      | CTC_RET_Zx3         | hex://root/as.numeric?AsU16#AsU16_g[16i](16i)                                                                 | ushort AsU16<short>(short src)                                                                                | 0f 1f 44 00 00 48 0f bf c1 c3
24        | 7ff7c8643f70h   | 19      | CTC_RET_ZED_SBB     | hex://root/as.numeric?AsU16#AsU16_g[32u](32u)                                                                 | ushort AsU16<uint>(uint src)                                                                                  | 50 0f 1f 40 00 89 4c 24 04 0f b7 44 24 04 48 83 c4 08 c3
25        | 7ff7c8643fa0h   | 19      | CTC_RET_ZED_SBB     | hex://root/as.numeric?AsU16#AsU16_g[32i](32i)                                                                 | ushort AsU16<int>(int src)                                                                                    | 50 0f 1f 40 00 89 4c 24 04 0f b7 44 24 04 48 83 c4 08 c3
26        | 7ff7c8643fd0h   | 18      | CTC_RET_Zx3         | hex://root/as.numeric?AsU16#AsU16_g[64u](64u)                                                                 | ushort AsU16<ulong>(ulong src)                                                                                | 50 0f 1f 40 00 48 89 0c 24 0f b7 04 24 48 83 c4 08 c3
27        | 7ff7c8644400h   | 18      | CTC_RET_Zx3         | hex://root/as.numeric?AsU16#AsU16_g[64i](64i)                                                                 | ushort AsU16<long>(long src)                                                                                  | 50 0f 1f 40 00 48 89 0c 24 0f b7 04 24 48 83 c4 08 c3
28        | 7ff7c8644430h   | 21      | CTC_RET_INTR        | hex://root/as.numeric?AsU16#AsU16_g[32f](32f)                                                                 | ushort AsU16<float>(float src)                                                                                | 50 c5 f8 77 90 c5 fa 11 44 24 04 0f b7 44 24 04 48 83 c4 08 c3
29        | 7ff7c8644460h   | 19      | CTC_RET_INTR        | hex://root/as.numeric?AsU16#AsU16_g[64f](64f)                                                                 | ushort AsU16<double>(double src)                                                                              | 50 c5 f8 77 90 c5 fb 11 04 24 0f b7 04 24 48 83 c4 08 c3
30        | 7ff7c8644490h   | 23      | CTC_RET_ZED_SBB     | hex://root/as.numeric?AsI16#AsI16_g[8u](8u)                                                                   | short AsI16<byte>(byte src)                                                                                   | 50 0f 1f 40 00 0f b6 c1 88 44 24 04 48 0f bf 44 24 04 48 83 c4 08 c3
31        | 7ff7c86444c0h   | 24      | CTC_RET_SBB         | hex://root/as.numeric?AsI16#AsI16_g[8i](8i)                                                                   | short AsI16<sbyte>(sbyte src)                                                                                 | 50 0f 1f 40 00 48 0f be c1 88 44 24 04 48 0f bf 44 24 04 48 83 c4 08 c3
32        | 7ff7c86444f0h   | 9       | CTC_RET_Zx3         | hex://root/as.numeric?AsI16#AsI16_g[16u](16u)                                                                 | short AsI16<ushort>(ushort src)                                                                               | 0f 1f 44 00 00 0f b7 c1 c3
33        | 7ff7c8644510h   | 10      | CTC_RET_Zx3         | hex://root/as.numeric?AsI16#AsI16_g[16i](16i)                                                                 | short AsI16<short>(short src)                                                                                 | 0f 1f 44 00 00 48 0f bf c1 c3
34        | 7ff7c8644530h   | 20      | CTC_RET_SBB         | hex://root/as.numeric?AsI16#AsI16_g[32u](32u)                                                                 | short AsI16<uint>(uint src)                                                                                   | 50 0f 1f 40 00 89 4c 24 04 48 0f bf 44 24 04 48 83 c4 08 c3
35        | 7ff7c8644560h   | 20      | CTC_RET_SBB         | hex://root/as.numeric?AsI16#AsI16_g[32i](32i)                                                                 | short AsI16<int>(int src)                                                                                     | 50 0f 1f 40 00 89 4c 24 04 48 0f bf 44 24 04 48 83 c4 08 c3
36        | 7ff7c8644590h   | 19      | CTC_RET_ZED_SBB     | hex://root/as.numeric?AsI16#AsI16_g[64u](64u)                                                                 | short AsI16<ulong>(ulong src)                                                                                 | 50 0f 1f 40 00 48 89 0c 24 48 0f bf 04 24 48 83 c4 08 c3
37        | 7ff7c86445c0h   | 19      | CTC_RET_ZED_SBB     | hex://root/as.numeric?AsI16#AsI16_g[64i](64i)                                                                 | short AsI16<long>(long src)                                                                                   | 50 0f 1f 40 00 48 89 0c 24 48 0f bf 04 24 48 83 c4 08 c3
38        | 7ff7c86445f0h   | 22      | CTC_RET_INTR        | hex://root/as.numeric?AsI16#AsI16_g[32f](32f)                                                                 | short AsI16<float>(float src)                                                                                 | 50 c5 f8 77 90 c5 fa 11 44 24 04 48 0f bf 44 24 04 48 83 c4 08 c3
39        | 7ff7c8644a30h   | 20      | CTC_RET_INTR        | hex://root/as.numeric?AsI16#AsI16_g[64f](64f)                                                                 | short AsI16<double>(double src)                                                                               | 50 c5 f8 77 90 c5 fb 11 04 24 48 0f bf 04 24 48 83 c4 08 c3
40        | 7ff7c8644a60h   | 24      | CTC_RET_SBB         | hex://root/as.numeric?AsI32#AsI32_g[8u](8u)                                                                   | int AsI32<byte>(byte src)                                                                                     | 50 0f 1f 40 00 0f b6 c1 88 44 24 04 8b 44 24 04 0f b6 c0 48 83 c4 08 c3
41        | 7ff7c8644a90h   | 26      | CTC_RET_Zx3         | hex://root/as.numeric?AsI32#AsI32_g[8i](8i)                                                                   | int AsI32<sbyte>(sbyte src)                                                                                   | 50 0f 1f 40 00 48 0f be c1 88 44 24 04 8b 44 24 04 48 0f be c0 48 83 c4 08 c3
42        | 7ff7c8644ac0h   | 25      | CTC_RET_Zx3         | hex://root/as.numeric?AsI32#AsI32_g[16u](16u)                                                                 | int AsI32<ushort>(ushort src)                                                                                 | 50 0f 1f 40 00 0f b7 c1 66 89 44 24 04 8b 44 24 04 0f b7 c0 48 83 c4 08 c3
43        | 7ff7c8644af0h   | 27      | CTC_RET_ZED_SBB     | hex://root/as.numeric?AsI32#AsI32_g[16i](16i)                                                                 | int AsI32<short>(short src)                                                                                   | 50 0f 1f 40 00 48 0f bf c1 66 89 44 24 04 8b 44 24 04 48 0f bf c0 48 83 c4 08 c3
44        | 7ff7c8644b20h   | 8       | CTC_RET_SBB         | hex://root/as.numeric?AsI32#AsI32_g[32u](32u)                                                                 | int AsI32<uint>(uint src)                                                                                     | 0f 1f 44 00 00 8b c1 c3
45        | 7ff7c8644b40h   | 8       | CTC_RET_SBB         | hex://root/as.numeric?AsI32#AsI32_g[32i](32i)                                                                 | int AsI32<int>(int src)                                                                                       | 0f 1f 44 00 00 8b c1 c3
46        | 7ff7c8644b60h   | 17      | CTC_RET_Zx3         | hex://root/as.numeric?AsI32#AsI32_g[64u](64u)                                                                 | int AsI32<ulong>(ulong src)                                                                                   | 50 0f 1f 40 00 48 89 0c 24 8b 04 24 48 83 c4 08 c3
47        | 7ff7c8644b90h   | 17      | CTC_RET_Zx3         | hex://root/as.numeric?AsI32#AsI32_g[64i](64i)                                                                 | int AsI32<long>(long src)                                                                                     | 50 0f 1f 40 00 48 89 0c 24 8b 04 24 48 83 c4 08 c3
48        | 7ff7c8644bc0h   | 20      | CTC_RET_INTR        | hex://root/as.numeric?AsI32#AsI32_g[32f](32f)                                                                 | int AsI32<float>(float src)                                                                                   | 50 c5 f8 77 90 c5 fa 11 44 24 04 8b 44 24 04 48 83 c4 08 c3
49        | 7ff7c8644bf0h   | 18      | CTC_RET_INTR        | hex://root/as.numeric?AsI32#AsI32_g[64f](64f)                                                                 | int AsI32<double>(double src)                                                                                 | 50 c5 f8 77 90 c5 fb 11 04 24 8b 04 24 48 83 c4 08 c3
50        | 7ff7c8645020h   | 24      | CTC_RET_SBB         | hex://root/as.numeric?AsU32#AsU32_g[8u](8u)                                                                   | uint AsU32<byte>(byte src)                                                                                    | 50 0f 1f 40 00 0f b6 c1 88 44 24 04 8b 44 24 04 0f b6 c0 48 83 c4 08 c3
51        | 7ff7c8645050h   | 26      | CTC_RET_Zx3         | hex://root/as.numeric?AsU32#AsU32_g[8i](8i)                                                                   | uint AsU32<sbyte>(sbyte src)                                                                                  | 50 0f 1f 40 00 48 0f be c1 88 44 24 04 8b 44 24 04 48 0f be c0 48 83 c4 08 c3
52        | 7ff7c8645080h   | 25      | CTC_RET_Zx3         | hex://root/as.numeric?AsU32#AsU32_g[16u](16u)                                                                 | uint AsU32<ushort>(ushort src)                                                                                | 50 0f 1f 40 00 0f b7 c1 66 89 44 24 04 8b 44 24 04 0f b7 c0 48 83 c4 08 c3
53        | 7ff7c86450b0h   | 27      | CTC_RET_ZED_SBB     | hex://root/as.numeric?AsU32#AsU32_g[16i](16i)                                                                 | uint AsU32<short>(short src)                                                                                  | 50 0f 1f 40 00 48 0f bf c1 66 89 44 24 04 8b 44 24 04 48 0f bf c0 48 83 c4 08 c3
54        | 7ff7c86450e0h   | 8       | CTC_RET_SBB         | hex://root/as.numeric?AsU32#AsU32_g[32u](32u)                                                                 | uint AsU32<uint>(uint src)                                                                                    | 0f 1f 44 00 00 8b c1 c3
55        | 7ff7c8645100h   | 8       | CTC_RET_SBB         | hex://root/as.numeric?AsU32#AsU32_g[32i](32i)                                                                 | uint AsU32<int>(int src)                                                                                      | 0f 1f 44 00 00 8b c1 c3
56        | 7ff7c8645120h   | 17      | CTC_RET_Zx3         | hex://root/as.numeric?AsU32#AsU32_g[64u](64u)                                                                 | uint AsU32<ulong>(ulong src)                                                                                  | 50 0f 1f 40 00 48 89 0c 24 8b 04 24 48 83 c4 08 c3
57        | 7ff7c8645150h   | 17      | CTC_RET_Zx3         | hex://root/as.numeric?AsU32#AsU32_g[64i](64i)                                                                 | uint AsU32<long>(long src)                                                                                    | 50 0f 1f 40 00 48 89 0c 24 8b 04 24 48 83 c4 08 c3
